Product Code/SKU,Product Name,Product Description,Arranger,Difficulty,Ensemble
212053,Happy Trails (TTBB) (arr. Parker),"TTBB | Arranged by Tom Parker (formerly #113730) | from the television series The Roy Rogers Show | Available Worldwide (excluding Japan, South Korea, and Taiwan)",Tom Parker,1,
200092,Harmony (8-part Mixed (M/W) (arr. Miller),For Male and Female Voices in 8 parts | Arranged by Doug Miller | from the Harmony Explosion Series | Available for all territories ,Douglas Miller,1,
8624,Harmony Explosion Tags (TTBB),Fun with Tags!  Various Arrangers | Available for all territories,,1,
8634,Harmony Leads The Way (8-part M/M) (arr. Liles),TTBB | Arranged by Joe Liles | Available in all territories,Joe Liles,3,
8633,Harmony Leads The Way (TTBB) (arr. Liles),"TTBB, arranged by Joe Liles | Available for the U.S. and Canada",Joe Liles,3,TTBB
7619,Have A Happy Day (TTBB) (arr. Huff),Arranged by: Mac Huff,Mac Huff,1,
203480,Have a Little Talk with Myself (TTBB) (arr. Parker),"TTBB, arranged by Gary Parker | as sung by The Dealer's Choice ",Gary Parker,4,
7048,Have You Ever Been Lonely? (Have You Ever Been Blue?) (TTBB) (arr. Craig),"Lyric by George Brown/Music by Peter DeRose | TTBB, arr. Roger Craig | Available for all territories",Roger Craig,2,
8124,"He'd Have To Get Under, Get Out And Get Under (TTBB) (arr. Szabo)","TTBB, arranged by Burt Szabo | from the Harmony Heritage Songs series",Burt Szabo,4,
8086,He's A Cousin Of Mine (TTBB) (arr. Gray),"TTBB for low voices, arranged by Don Gray | from the Harmony Heritage Songs  series",,3,
8632,He's Got The Whole World (TTBB) (arr. King),Arranged by: Fred King,Fred King,1,
7534,Hear That Swanee River Cry (TTBB) (arr. Huff),Arranged by: Mac Huff,Mac Huff,2,
212090,Hear Them Bells (TTBB) (arr. Nicholas),TTBB | Arranged by Jon Nicholas (formerly #209539) | contains additional Christmas lyrics |  Available in US and Canada,Jon Nicholas,2,
8521,"Hear Us Now, Oh God, Our Father (TTBB) (arr. Pedersen)",Arranged by: Einar Pedersen,Einar Pedersen,1,
7396,"Heart (from ""Damn Yankees"") (TTBB)  - arr. Waesche","from the musical Damn Yankees | TTBB for low voices, arranged by Ed Waesche | Available in US and Canada",Ed Waesche,2,
212502,Heart and Soul (SSAA) (arr. Ziegler),"SSAA, for female voices | Arranged by Bryan Ziegler (formerly #209117) | Print version | from the Paramount short subject A Song Is Born | Available in all territories (excluding Japan, South Korea, and Taiwan)",Bryan Ziegler,2,
203034,Heart Of A Clown (SSAA) (arr. Steinkamp),Arranged by: Lloyd Steinkamp | Available in US and Canada,Lloyd Steinkamp,2,
8805,Heart Of A Clown (TTBB) (arr. Steinkamp),Arranged by: Lloyd Steinkamp | Available in US and Canada,Lloyd Steinkamp,2,
7673,"Heigh-Ho (From Walt Disney's ""Snow White and the Seven Dwarfs"") (TTBB) (arr. Gray)","Bourne Music Publication | TTBB, arranged by Don Gray",Don Gray,2,
8615,Hello Mary Lou (Goodbye Heart) (TTBB) (arr. Wright),TTBB | Arranged by David Wright | part of the Harmony Explosion Series | Available in US and Canada ,David Wright,1,
200796,Hello My Baby (TTBB) (arr. Diekema),"TTBB, arranged by Willis Diekema",Willis Diekema,3,
6407,Hello My Baby (TTBB) (arr. Hicks),"Bourne Music Publication | for TTBB voices, arranged by Val Hicks",Val Hicks,2,
8046,Hello My Baby (TTBB) (arr. Szabo),"TTBB, arranged by Burt Szabo",Burt Szabo,3,
212100,"Hello, Dolly! (TTBB) (arr. Waesche)",TTBB | Arranged by Ed Waesche (formerly #113538) | ,Ed Waesche,1,
212120,"Hello, Mary Lou (TTBB) (arr. Gentry)",TTBB | Arranged by Tom Gentry (formerly #113490) | Available in US and Canada,Tom Gentry,1/2,TTBB
212091,Help Me Rhonda (TTBB) (arr. Nicholas),TTBB | Arranged by Jon Nicholas (formerly #200547) | Available in US and Canada,Jon Nicholas,3,
7642,Help Me To Help My Neighbor (TTBB) (arr. Szabo),"#7642 | TTBB, arranged by Burt Szabo | Available in US and Canada",Burt Szabo,4,
7681,Henry K. Holiday (TTBB) (Liles),"Words, Music, and Arrangement by Joe Liles  (#7681) | from the Harmony College show Whistle-Stop Barbershop | For TTBB Voices  | part of the Barbershop Show Tunes series",Joe Liles,2,
212933,Here Comes Santa Claus (Right Down Santa Claus Lane) (SATB) (arr. Webb),"SATB, for mixed voices | Arranged by Marshall Webb",Marshall Webb,3,
212932,Here Comes Santa Claus (Right Down Santa Claus Lane) (SSAA) (arr. Webb),"SSAA, for female voices | Arranged by Marshall Webb",Marshall Webb,3,
212150,Here Comes Santa Claus (Right Down Santa Claus Lane) (TTBB) (arr. Nicholas),TTBB | Arranged by John Nicholas (formerly #204154) | Available Worldwide,Jon Nicholas,4,TTBB
212101,Here Comes Santa Claus (Right Down Santa Claus Lane) (TTBB) (arr. Webb),TTBB | Arranged by Marshall Webb (formerly #203171) | ,Marshall Webb,3,
203132,Here We Come A-Caroling (TTBB) (arr. Campbell),Arranged by: Rob Campbell,Rob Campbell,,
214275,Here's To Adventure (SSAA) (arr. Larry Triplett),"SSAA, arranged by Larry Triplett | as sung by Here Comes Treble! Chorus <div style=""font-size: 10px; color: #cccccc; line-break: anywhere; word-break: normal; overflow: hidden; white-space: nowrap; text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif; font-weight: 100;"">",Larry Triplett,2,
6061,Heritage of Harmony Songbook,"Heritage of Harmony Songbook - A collection of favorite Barbershop songs commemorating the Golden Anniversary of SPEBSQSA.  Some titles include:  After the Ball Auld Lang Syne Aura Lee The Band Played On Beautiful Dreamer By The Light Of The Silvery Moon Come, Josephine, In My Flying Machine Cuddle Up A Little Closer, Lovey Mine Daisy Bell (A Bicycle Built For Two) Give My Regards To Broadway Hello! My Baby Railroad I Love You Truly My Wild Irish Rose Row, Row, Row School Days Shine On, Harvest Moon Take Me Out To The Ball Game When You Were Sweet Sixteen You’re The Flower of My Heart, Sweet Adeline  ",,,
211607,"Hey, Good Lookin' (SSAA) (arr. Wright)","SSAA, for female voices | Arranged by David Wright (formerly #114174) | as sung by Michigan Jake | Available in US and Canada",David Wright,4,
208582,"Hey, Good Lookin' (TTBB) (arr. Gentry)",TTBB | Arranged by Tom Gentry | Available in US and Canada ,Thomas Gentry,4,
212409,"Hey, Good Lookin' (TTBB) (arr. Wright)",TTBB | Arranged by David Wright (formerly #114062) | as sung by Michigan Jake | Available in US and Canada,David Wright,4,
8623,"Hey, Little Baby O' Mine (TTBB) (arr. Liles)",Arranged by: Joe Liles,Joe Liles,1,
7394,"Hey, Look Me Over (from WILDCAT) - (TTBB) (arr. BHS)",from the musical Wildcat |TTBB for low voices | Available in US and Canada ,BHS,2,
212188,"Hey, Soul Sister (TTBB) (Arr. Nicholas)","TTBB | Arranged by Jon Nicholas (formerly #205606) | Available in the United States, Canada, United Kingdom, Europe, Hong Kong, People’s Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia, and the Philippines",Jon Nicholas,3,TTBB
214130,Hold You a Little Too Long (SATB) (arr. Hicks),"SATB, for mixed voices | Arranged by Theo Hicks | Available in all territories ",Theo Hicks,2,SATB
214129,Hold You a Little Too Long (SSAA) (arr. Hicks),"SSAA, for female/high voices | Arranged by Theo Hicks | Available in all territories ",Theo Hicks,2,SSAA
214128,Hold You a Little Too Long (TTBB) (arr. Hicks),"TTBB, for male/low voices | Arranged by Theo Hicks | Available in all territories ",Theo Hicks,2,TTBB
210609,Holy Highway (TTBB) (arr. Jorg),"TTBB, arranged by Paul Jorg | Licensed for all territories",,,
7740,Home On The Range (TTBB) (arr. Baird),"TTBB, arranged by Jack Baird | from the Barbershop Show Tunes series",Jack Baird,2,
8524,Honey/Little 'Lize Medley (TTBB) (arr. Connett),"Arranged by: Connett, Floyd",Floyd Connett,1,
210444,Hooked on a Feeling (SATB) (arr. Nicholas),"SATB, for mixed voices | Arranged by Jon Nicholas | This arrangement available for sale in the following territories: United States, Canada, United Kingdom, Europe, Hong Kong, People’s Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia and the Philippines.",Jon Nicholas,2,
212678,Hooked on a Feeling (SSAA) (arr. Nicholas),"SSAA, for female voices | Arranged by Jon Nicholas (formerly #209740) | This arrangement available for sale in the following territories: United States, Canada, United Kingdom, Europe, Hong Kong, People’s Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia and the Philippines.",Jon Nicholas,2,
209261,Hooked on a Feeling (TTBB) (arr. Nicholas),"TTBB | Arranged by Jon Nicholas | This arrangement available for sale in the following territories: United States, Canada, United Kingdom, Europe, Hong Kong, People’s Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia and the Philippines.   ",Jon Nicholas,2,
11631,Hot Time In The Old Town (TTBB) (arr. Boardman),Arranged by: Jean Boardman,Jean Boardman,2,
7190,How 'Ya Gonna Keep 'Em Down On The Farm (TTBB) (arr. BHS),"Arranged by: S.P.E.B.S.Q.S.A., Inc.",Inc. SPEBSQSA,2,
11094,How 'Ya Gonna Keep Em Down (SSAA) (arr. SPEBSQSA),Arranged by: Unknown,,2,
212081,How are Things in Glocca Morra (TTBB) (arr. Gray),TTBB | Arranged by Don Gray (formerly #110981) | from Finian's Rainbow | Available in US and Canada,Don Gray,2,
203584,How Can I Miss You If You Won't Go Away? (SSAA) (arr. Perry),"SSAA, arranged by: Louis Perry | Available in all territories  ",Louis Perry,1,
7541,How Can I Miss You If You Won't Go Away? (TTBB) (arr. Perry),"TTBB, arranged by: Louis Perry | Available for all territories",Louis Perry,1,
213410,How Deep is the Ocean (How High is the Sky) (SATB) (arr. Hopkins),"SATB, for mixed voices | Arranged by Rob Hopkins | Available in US and Canada One of Irving Berlin's most beloved ballads, Rob Hopkins delivers a wonderful arrangement of this beautiful song that is lyrical, musical, and a perfect vehicle for any barbershop chorus or quartet. As sung by Uptown Sound, re-voiced here for mixed voices. ",Rob Hopkins,2,SATB
203071,How Deep Is The Ocean (How High Is The Sky) (SSAA) (arr. Hopkins),"SSAA, for female voices | Arranged by Rob Hopkins | from the Barbershop Classics Series | Available in US and Canada One of Irving Berlin's most beloved ballads, Rob Hopkins delivers a wonderful arrangement of this beautiful song that is lyrical, musical, and a perfect vehicle for any barbershop chorus or quartet. As sung by Uptown Sound, re-voiced here for female voices.",Rob Hopkins,3,
212503,How Deep Is the Ocean (How High Is the Sky) (SSAA) (arr. Waesche),"SSAA, for female voices | Arranged by Ed Waesche (formerly #114440) | Available in US and Canada",Ed Waesche,2,
7383,How Deep Is The Ocean (How High Is The Sky) (TTBB) (arr. Hopkins),"TTBB | Arranged by Rob Hopkins | from the Barbershop Classics Series | Available in US and Canada One of Irving Berlin's most beloved ballads, Rob Hopkins delivers a wonderful arrangement of this beautiful song that is lyrical, musical, and a perfect vehicle for any barbershop chorus or quartet.",Rob Hopkins,4,
212075,How Deep Is the Ocean (How High Is the Sky) (TTBB) (arr. Waesche),TTBB | Arranged by Ed Waesche (formerly #110986) | Available in US and Canada,Ed Waesche,2,
213942,"How Great Thou Art (SSAA) (arr. Sandroni, Gillis, Hauger, Macdonald)","SSAA, for female voices | Arranged by Amanda Sandroni, Katie Gillis, Ali Hauger, and Katie Macdonald | as sung by GQ | Available in US, Canada, Central America, South America ","Amanda Sandroni, Katie Gillis, Ali Hauger, Katie Macdonald",3,SSAA
213981,How Lucky You Are (SATB) (arr. McAlexander),"SATB, for mixed voices | Arranged by Patrick McAlexander | from the musical Seussical | Available in US, Canada, Australia",Patrick McAlexander,4,SATB
213980,How Lucky You Are (SSAA) (arr. McAlexander),"SSAA, for female voices | Arranged by Patrick McAlexander | from the musical Seussical | Available in US, Canada, Australia",Patrick McAlexander,4,SSAA
213979,How Lucky You Are (TTBB) (arr. McAlexander),"TTBB | Arranged by Patrick McAlexander | from the musical Seussical | Available in US, Canada, Australia ",Patrick McAlexander,4,TTBB
202589,Hush (SSAA) (arr. Kneeland),"SSAA, for female voices | Arranged by Dick Kneeland | Available in all territories",Dick Kneeland,2,
7384,Hush (TTBB) (arr. Kneeland),TTBB | Arranged by Dick Kneeland | Available for all territories,Dick Kneeland,2,
8840,Hushabye Mountain (TTBB) (arr. Mitchell) ,TTBB | Arranged by William Mitchell | Available in US and Canada ,William Mitchell,2,
213159,Hymn to Freedom (SATB) (arr. Clancy),"SATB, for mixed voices | Arranged by Jim Clancy | Available in US and Canada LEARNING TRACKS COMING SOON!",Jim Clancy,2,SATB
213157,Hymn to Freedom (SSAA) (arr. Clancy),"SSAA, for female voices | Arranged by Jim Clancy | Available in US and Canada LEARNING TRACKS COMING SOON!",Jim Clancy,2,SSAA
213155,Hymn to Freedom (TTBB) (arr. Clancy),TTBB | Arranged by Jim Clancy | as sung by Vocal Majority | Available in US and Canada ,Jim Clancy,2,TTBB
7345,I Ain't Got Nobody (TTBB) (arr. Hicks),TTBB | Arranged by Val Hicks | Available for the U.S. and Canada,Val Hicks,2,TTBB
213142,I Am a Man of Constant Sorrow (TTBB) (arr. Dale),"TTBB | Arranged by Aaron Dale | from the motion picture O Brother, Where Art Thou? | featured in the songbook ",Aaron Dale,3,TTBB
212114,I Am Woman (SSAA) (arr. Dixon),SSAA | Arranged by Judith Dixon (formerly #113994) | for female voices | Available in US and Canada,Judith Dixon,2,SSAA
7667,I Believe (TTBB) (arr. BHS) - US Orders Only,"TTBB, arranged by the Barbershop Harmony Society | Available in the United States | International Customers please see 7667INT_DL",Inc. SPEBSQSA,1,TTBB
204461,I Believe In Music (SSAA) (arr. Liles),"SSAA, for female voices | Arranged by Joe Liles | Available in US and Canada",Joe Liles,2,
204169,I Believe In Music (TTBB) (arr. Liles),Arranged by: Joe Liles | Available in all territories,Joe Liles,2,
7286,I Called You My Sweetheart (TTBB) (arr. Perry & Waesche),Arranged by: Unknown,,2,
209096,"I Can Dream, Can't I? (TTBB) (arr. Waesche)","TTBB, arranged by Ed Waesche | Available in US and Canada Ed Waesche's heartfelt ballad, expertly rendered by the Bluegrass Student Union. A ballad with an intricate melody line. This rendition uses the higher, climactic tag the BSU incorporated into the song. ",Ed Waesche,4,
201317,I Didn't Want To Fall (TTBB) (arr. Liles),Original song by Val Hicks & Joe Liles | TTBB | arranged by Joe Liles | Licensed for all territories ,Joe Liles,2,TTBB
200359,I Don't Mind Being All Alone (SSAA) (arr. BHS),"SSAA, arranged by the Barbershop Harmony Society; Verse arrangement by Steve Delehanty | Available in US, Canada, and Australia",BHS,2,
211654,I Fall to Pieces (SSAA) (arr. Keller),"SSAA, for female voices | Arranged by Kevin Keller (formerly #201576) | Available in US and Canada",Kevin Keller,3,
212439,I Fall to Pieces (TTBB) (arr. Keller),TTBB | Arranged by Kevin Keller (formerly #201573) | Available in US and Canada,Kevin Keller,3,
11070,"I Found A Million Dollar Baby (SSAA) (arr. Bill Mitchell, Ed Waesche, & Rob Hopkins)","""I Found A Million Dollar Baby (In A Five And Ten Cent Store)"" | SSAA, arranged by Bill Mitchell, Ed Waesche, & Rob Hopkins | as sung by Marquis | Available in USA and Canada",William Mitchell,2,
8815,"I Found A Million Dollar Baby (TTBB) (arr. Bill Mitchell, Ed Waesche, & Rob Hopkins)","""I Found A Million Dollar Baby (In A Five And Ten Cent Store)"" | TTBB, arranged by Bill Mitchell, Ed Waesche, & Rob Hopkins | as sung by Marquis | Available in USA and Canada",William Mitchell,2,
211624,I Get Along Without You Very Well (Except Sometimes) (TTBB) (arr. Reimnitz),TTBB | Arranged by Adam Reimnitz (formerly #204622) | Available Worldwide,Adam Reimnitz,4,
202925,I Get The Blues When It Rains (SSAA) (arr. Advanced Arrangement Class),Arranged by: Unknown,,2,
7067,I Get The Blues When It Rains (TTBB) (arr. Advanced Arrangement Class),Arranged by: Unknown,,2,
